STATION,NAME,DATE,AWND,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/3/2019,6.71,,0.15,,0,0,49,62,35,150,150,17,27.1,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/4/2019,4.92,,0,,0,0,57,71,45,250,240,16.1,21.9,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/5/2019,8.5,,0,,0,0,58,64,49,10,20,19.9,31.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/6/2019,10.07,,0,,0,0,54,59,47,360,20,17,29.1,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/7/2019,7.83,,0,,0,0,52,63,40,150,70,15,28,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/8/2019,17.45,,1.45,,0,0,51,55,36,60,40,28,42.9,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/9/2019,15.21,,0.02,,0,0,41,54,35,360,350,25.1,38,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/10/2019,4.03,,0,,0,0,49,61,38,290,270,14.1,19.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/11/2019,9.4,,0.01,,0,0,54,65,42,140,180,21.9,32,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/12/2019,3.8,,0,,0,0,52,62,43,160,160,13,17,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/13/2019,3.8,,0,,0,0,56,67,40,230,230,13,21.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/14/2019,7.16,,0.04,,0,0,61,73,48,340,150,14.1,19.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/15/2019,5.37,,0.12,,0,0,65,76,54,180,30,13,19,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/16/2019,10.74,,0.35,,0,0,73,82,57,330,290,25.1,36,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/17/2019,11.86,,0.05,,0,0,60,69,51,110,100,23,29.1,,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/18/2019,16.33,,0.8,,0,0,53,55,45,100,90,29.1,38.9,1,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/19/2019,13.87,,0.63,,0,0,44,46,38,30,20,29.1,44.1,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/20/2019,5.82,,0,,0,0,47,63,36,30,30,15,23.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/21/2019,16.55,,0.59,,0,0,55,61,47,80,80,31.1,42.1,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/22/2019,16.33,,0.51,,0,0,53,63,47,190,230,28,38.9,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/23/2019,10.51,,0,,0,0,56,60,52,290,280,23,32,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/24/2019,10.29,,0.04,,0,0,57,73,52,120,110,21.9,29.1,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/25/2019,10.96,,0,,0,0,65,69,54,260,280,19.9,31.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/26/2019,4.03,,0,,0,0,61,74,47,200,200,8.9,16.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/27/2019,12.53,,1.83,,0,0,60,64,48,40,30,25.9,42.9,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/28/2019,8.5,,0,,0,0,53,69,45,10,10,17,23,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/29/2019,2.46,,0,,0,0,62,74,52,20,40,8.9,17,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/30/2019,4.47,,0,,0,0,67,82,55,230,220,10.1,16.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",5/31/2019,9.4,,0,,0,0,76,88,64,10,10,23,31.1,,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/1/2019,10.96,,0.02,,0,0,67,73,55,10,360,19.9,28,1,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/2/2019,7.61,,0,,0,0,65,75,51,340,350,16.1,30,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/3/2019,9.62,,0,,0,0,67,83,54,180,190,19.9,28,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/4/2019,7.83,,0.26,,0,0,72,85,60,360,330,19.9,31.1,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/5/2019,8.05,,0,,0,0,71,83,64,40,30,17,25.9,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/6/2019,4.7,,0,,0,0,73,85,59,140,,8.9,,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/7/2019,10.29,,0,,0,0,79,90,68,140,140,17,23,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/8/2019,11.63,,0,,0,0,79,88,67,150,160,21,27.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/9/2019,11.18,,0,,0,0,70,73,57,310,300,23,31.1,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/10/2019,7.83,,0,,0,0,65,79,52,320,330,23,30,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/11/2019,5.37,,0.16,,0,0,63,69,58,260,260,18.1,23.9,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/12/2019,12.08,,0,,0,0,62,71,54,340,340,23.9,34,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/13/2019,6.49,,0,,0,0,61,73,48,210,190,16.1,21,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/14/2019,9.84,,0.05,,0,0,72,86,64,230,230,21.9,33.1,,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/15/2019,10.51,,0.05,,0,0,71,76,63,80,70,19.9,25.9,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/16/2019,9.62,,0,,0,0,65,74,59,120,120,18.1,23.9,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/17/2019,6.04,,0,,0,0,65,75,58,270,340,13,16.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/18/2019,4.7,,0,,0,0,67,75,55,310,30,12.1,19,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/19/2019,6.04,,0,,0,0,69,79,57,90,40,15,25.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/20/2019,9.4,,0.29,,0,0,69,78,62,170,180,21,29.1,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/21/2019,12.97,,0,,0,0,67,77,63,110,110,23,30,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/22/2019,10.07,,0,,0,0,70,79,62,110,110,19.9,25.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/23/2019,5.59,,0.36,,0,0,71,76,64,330,130,13,21,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/24/2019,8.5,,0.28,,0,0,66,73,61,320,260,19.9,27.1,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/25/2019,10.51,,0,,0,0,70,82,61,270,300,25.1,34,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/26/2019,4.92,,0,,0,0,74,86,63,200,180,10.1,18.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/27/2019,7.16,,0.22,,0,0,73,78,67,250,260,28,40,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/28/2019,6.71,,0,,0,0,75,86,68,30,20,14.1,21.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/29/2019,6.26,,0,,0,0,80,89,69,140,30,15,19.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",6/30/2019,12.08,,1.03,,0,0,78,81,67,40,40,36.9,51,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/1/2019,6.04,,2.02,,0,0,73,78,68,280,280,21,32,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/2/2019,3.8,,0.08,,0,0,74,87,69,30,40,12.1,18.1,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/3/2019,6.49,,0.25,,0,0,77,87,67,190,210,18.1,28,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/4/2019,7.61,,0.15,,0,0,77,85,71,300,280,19.9,25.1,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/5/2019,6.04,,0.03,,0,0,75,83,68,100,80,17,27.1,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/6/2019,6.71,,0,,0,0,74,83,69,350,30,14.1,23.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/7/2019,5.37,,0,,0,0,76,85,65,90,70,15,23.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/8/2019,9.62,,0,,0,0,78,85,68,180,190,17,25.1,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/9/2019,9.62,,0.47,,0,0,75,80,70,110,160,16.1,23,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/10/2019,10.96,,0.22,,0,0,74,79,69,250,230,21,30,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/11/2019,6.49,,0,,0,0,73,83,65,340,350,16.1,21.9,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/12/2019,8.5,,0,,0,0,77,86,68,250,250,30,52.1,,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/13/2019,5.37,,0,,0,0,78,87,68,80,80,10.1,21,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/14/2019,8.5,,0.01,,0,0,81,92,72,40,30,23,30,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/15/2019,9.84,,1.75,,0,0,82,92,71,330,340,23.9,32,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/16/2019,4.7,,0.01,,0,0,76,85,71,330,320,21,27.1,,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/17/2019,9.17,,0,,0,0,77,86,70,160,160,19.9,27.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/18/2019,6.26,,0,,0,0,79,89,73,180,190,14.1,19.9,,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/19/2019,9.4,,0,,0,0,83,95,73,170,220,23,34,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/20/2019,8.5,,1.01,,0,0,74,76,62,40,50,31.1,42.1,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/21/2019,6.26,,0,,0,0,71,82,61,340,10,17,30,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/22/2019,8.5,,0,,0,0,71,79,60,10,20,15,30,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/23/2019,6.26,,0,,0,0,72,83,62,300,300,14.1,19.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/24/2019,5.82,,0,,0,0,75,84,65,240,260,14.1,21,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/25/2019,11.41,,0,,0,0,75,82,66,220,210,23,36,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/26/2019,9.62,,0.12,,0,0,75,86,68,170,170,25.1,36,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/27/2019,6.71,,0,,0,0,78,86,68,300,280,15,19,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/28/2019,8.72,,0.36,,0,0,75,77,66,220,230,23.9,36,1,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/29/2019,10.74,,0,,0,0,71,78,63,310,310,23.9,32,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/30/2019,5.82,,0,,0,0,67,77,59,60,360,15,28,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",7/31/2019,6.49,,0,,0,0,70,80,60,150,160,12.1,19,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/1/2019,5.82,,0,,0,0,74,85,64,220,220,13,21.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/2/2019,4.92,,0,,0,0,78,85,69,130,220,10.1,15,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/3/2019,3.58,,0.24,,0,0,79,87,70,330,,12.1,,,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/4/2019,4.7,,0,,0,0,78,88,71,210,270,13,21,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/5/2019,5.82,,0.2,,0,0,78,86,70,310,300,18.1,25.9,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/6/2019,7.38,,0,,0,0,76,86,66,300,280,17,23,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/7/2019,11.18,,0,,0,0,79,88,68,280,300,21.9,30,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/8/2019,9.17,,0,,0,0,72,79,58,310,320,21.9,28,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/9/2019,4.7,,0,,0,0,70,81,58,230,220,12.1,19,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/10/2019,7.16,,0.44,,0,0,70,73,66,110,70,13,21.9,1,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/11/2019,4.7,,0,,0,0,69,81,66,10,20,8.9,19,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/12/2019,6.26,,0.24,,0,0,73,80,67,280,60,12.1,19.9,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/13/2019,5.82,,0.75,,0,0,72,82,62,210,210,29.1,42.9,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/14/2019,6.93,,0,,0,0,69,78,63,30,60,15,21,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/15/2019,6.04,,0.39,,0,0,71,80,63,190,190,32,40.9,1,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/16/2019,9.4,,0.83,,0,0,71,80,64,280,280,16.1,23.9,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/17/2019,7.83,,0,,0,0,74,83,63,140,140,16.1,21,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/18/2019,10.07,,1.74,,0,0,71,75,61,340,340,32,40,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/19/2019,4.92,,0,,0,0,68,81,58,230,220,13,18.1,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/20/2019,9.4,,0.63,,0,0,72,83,65,120,120,36,52.1,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/21/2019,7.38,,0,,0,0,71,77,59,330,20,14.1,21.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/22/2019,8.5,,0,,0,0,67,75,60,40,30,16.1,34,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/23/2019,8.95,,0,,0,0,67,77,58,120,130,15,23,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/24/2019,10.51,,0,,0,0,69,76,62,120,120,19.9,25.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/25/2019,12.08,,0.01,,0,0,67,75,61,150,170,21,28,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/26/2019,7.16,,0.8,,0,0,66,71,64,130,290,13,18.1,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/27/2019,14.54,,0,,0,0,66,73,59,270,280,29.1,42.1,,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/28/2019,13.2,,0,,0,0,64,74,57,290,280,23.9,35.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/29/2019,11.63,,0.01,,0,0,67,76,57,320,300,25.9,36.9,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/30/2019,5.14,,0,,0,0,64,75,53,300,340,16.1,25.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",8/31/2019,6.04,,0,,0,0,64,72,58,180,180,15,19,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/1/2019,5.82,,0.09,,0,0,66,75,59,230,230,13,19.9,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/2/2019,7.61,,0.3,,0,0,69,76,63,360,10,21,29.1,1,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/3/2019,15.21,,0,,0,0,71,77,62,310,270,30,42.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/4/2019,5.82,,0,,0,0,64,73,58,350,10,14.1,19,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/5/2019,10.51,,0,,0,0,66,79,56,310,300,23,30,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/6/2019,10.29,,0,,0,0,71,78,63,330,330,21.9,32,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/7/2019,6.04,,0.02,,0,0,64,67,55,30,50,15,27.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/8/2019,9.62,,0.12,,0,0,57,62,54,120,110,16.1,30,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/9/2019,12.97,,0.19,,0,0,60,70,58,120,140,21.9,30,1,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/10/2019,7.83,,0,,0,0,71,79,66,260,270,16.1,25.1,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/11/2019,11.41,,1.24,,0,0,66,67,58,80,70,21.9,31.1,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/12/2019,14.09,,1.17,,0,0,61,67,58,110,110,36,45,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/13/2019,12.75,,0,,0,0,61,64,56,270,250,23.9,36,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/14/2019,6.71,,0,,0,0,61,75,51,150,140,15,21.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/15/2019,4.25,,0,,0,0,70,82,62,200,240,10.1,16.1,1,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/16/2019,9.17,,0,,0,0,74,87,63,180,190,19.9,27.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/17/2019,12.3,,0,,0,0,78,88,70,180,170,23.9,32,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/18/2019,12.08,,0.14,,0,0,76,82,70,180,180,25.1,38,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/19/2019,3.58,,0,,0,0,74,84,64,130,150,8.9,12.1,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/20/2019,9.84,,0,,0,0,75,86,67,140,140,16.1,25.1,1,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/21/2019,11.41,,0.1,,0,0,76,81,69,180,170,23.9,35.1,1,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/22/2019,6.71,,0.01,,0,0,67,69,57,300,310,15,18.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/23/2019,6.26,,0,,0,0,63,76,54,280,260,16.1,21.9,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/24/2019,6.71,,0,,0,0,68,81,57,300,10,12.1,21.9,,,1,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/25/2019,12.97,,0,,0,0,66,71,55,280,280,25.9,35.1,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/26/2019,8.95,,0,,0,0,58,69,49,170,170,17,25.1,,,,,,,,1,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/27/2019,10.51,,0,,0,0,64,67,51,320,230,18.1,29.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/28/2019,10.51,,0,,0,0,55,64,45,60,50,17,29.1,,,,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/29/2019,14.54,,0.3,,0,0,54,60,50,120,130,23.9,35.1,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",9/30/2019,9.62,,0.24,,0,0,69,86,60,280,280,23,36,1,,1,,,,,,,
USW00014922,"MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US",10/1/2019,10.51,,0.59,,0,0,61,65,50,20,20,21,36.9,1,,,,,,,1,,
