STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/3/2019,8.05,,4.77,0,0,70,83,63,20,20,40.9,47,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/4/2019,7.61,,0,0,0,70,82,59,360,10,19.9,23.9,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/5/2019,5.82,,0,0,0,72,86,57,140,130,14.1,19,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/6/2019,6.26,,0,0,0,72,77,64,140,130,17,21.9,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/7/2019,10.51,,0.77,0,0,75,87,66,140,140,31.1,36.9,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/8/2019,6.71,,1.58,0,0,73,79,67,320,320,19.9,30,1,,1,,,,,1,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/9/2019,10.74,,0,0,0,78,88,65,10,20,25.1,33.1,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/10/2019,14.54,,0,0,0,64,68,57,360,360,25.9,33.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/11/2019,6.93,,0.04,0,0,63,67,59,10,20,14.1,19.9,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/12/2019,7.61,,0,0,0,69,81,59,360,10,21,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/13/2019,4.7,,0,0,0,69,85,55,140,130,14.1,18.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/14/2019,4.03,,0,0,0,73,83,60,20,20,16.1,21,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/15/2019,4.25,,0,0,0,75,88,63,140,110,14.1,18.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/16/2019,6.71,,0,0,0,75,89,63,160,150,16.1,21.9,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/17/2019,13.42,,0,0,0,81,92,74,150,140,23,31.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/18/2019,12.97,,0.23,0,0,81,89,77,180,180,28,34,1,,1,,,,,1,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/19/2019,6.71,,0,0,0,82,93,75,150,120,13,18.1,1,,,,,,,1,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/20/2019,16.78,,0,0,0,84,92,75,140,140,29.1,38,,,,,,,,1,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/21/2019,8.5,,0.14,0,0,80,88,66,160,170,25.1,35.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/22/2019,14.99,,0,0,0,82,94,74,150,150,25.9,36,1,,,,,,,1,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/23/2019,16.33,,0,0,0,85,94,77,130,130,25.9,33.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/24/2019,14.32,,0,0,0,84,93,76,130,130,23.9,30,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/25/2019,14.09,,0,0,0,83,93,76,130,140,23.9,29.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/26/2019,12.75,,0,0,0,82,93,76,150,160,19.9,28,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/27/2019,11.63,,0,0,0,81,91,73,150,150,21.9,28,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/28/2019,13.42,,0,0,0,82,92,74,180,170,25.9,35.1,,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/29/2019,13.2,,0,0,0,84,94,77,170,180,23.9,35.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/30/2019,8.72,,1.69,0,0,79,86,71,140,330,16.1,29.1,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/31/2019,5.14,,0,0,0,80,91,71,30,60,16.1,21.9,1,,,,,,,1,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/1/2019,4.7,,0,0,0,83,92,75,150,100,13,23.9,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/2/2019,5.14,,0,0,0,83,94,72,180,150,13,19.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/3/2019,6.93,,0,0,0,84,94,72,130,150,15,19,1,1,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/4/2019,3.58,,0.43,0,0,81,85,72,130,120,19.9,25.9,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/5/2019,5.82,,0.01,0,0,80,91,76,40,40,15,23,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/6/2019,5.14,,1.05,0,0,79,94,69,310,60,31.1,47,1,,1,,1,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/7/2019,6.49,,0,0,0,81,95,71,20,320,14.1,21,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/8/2019,3.13,,0,0,0,83,98,69,30,30,8.9,12.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/9/2019,7.38,,0.39,0,0,84,97,73,60,330,45,66,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/10/2019,13.42,,0,0,0,81,89,73,10,20,23.9,29.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/11/2019,5.14,,0.05,0,0,76,80,69,360,20,13,16.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/12/2019,2.91,,0,0,0,76,90,66,20,70,12.1,16.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/13/2019,5.59,,0,0,0,80,92,68,50,90,12.1,17,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/14/2019,10.07,,0,0,0,80,92,68,170,150,21.9,29.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/15/2019,14.32,,0,0,0,84,95,76,180,180,23.9,35.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/16/2019,13.42,,0.65,0,0,86,96,71,60,50,23.9,30,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/17/2019,5.37,,0.21,0,0,79,91,70,100,100,23,25.1,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/18/2019,5.37,,0,0,0,82,94,71,180,150,15,21,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/19/2019,11.41,,0,0,0,86,96,78,180,180,21,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/20/2019,11.18,,0,0,0,87,96,80,180,180,21,27.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/21/2019,14.32,,0,0,0,87,96,80,180,140,23.9,31.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/22/2019,11.86,,0.02,0,0,85,94,75,160,190,21.9,31.1,,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/23/2019,13.42,,0.01,0,0,86,96,81,190,140,21.9,29.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/24/2019,8.5,,0.55,0,0,79,83,68,140,140,38,44.1,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/25/2019,7.16,,0,0,0,78,93,70,150,150,29.1,34,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/26/2019,6.04,,0,0,0,79,92,69,140,130,31.1,36,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/27/2019,5.37,,1.27,0,0,82,94,71,150,150,35.1,42.1,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/28/2019,4.92,,0,0,0,80,93,73,210,110,15,21.9,1,1,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/29/2019,6.49,,0.48,0,0,83,94,70,20,20,32,38.9,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/30/2019,5.82,,0.47,0,0,78,87,69,40,260,14.1,17,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/1/2019,7.16,,0,0,0,81,93,72,130,130,18.1,23,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/2/2019,8.72,,0,0,0,83,94,75,150,150,28,36.9,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/3/2019,9.4,,0,0,0,80,92,75,140,140,31.1,40,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/4/2019,9.62,,0,0,0,82,93,75,150,170,21.9,27.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/5/2019,11.41,,0,0,0,85,95,78,150,180,19.9,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/6/2019,7.61,,0,0,0,84,93,75,180,140,16.1,21,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/7/2019,8.05,,0,0,0,85,95,78,150,140,16.1,19.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/8/2019,7.38,,0,0,0,85,95,76,350,350,30,36.9,,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/9/2019,10.51,,0,0,0,83,96,77,180,140,16.1,21.9,,,,,,,,1,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/10/2019,7.83,,0,0,0,87,97,77,350,340,35.1,42.9,,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/11/2019,8.05,,0,0,0,85,97,73,50,50,23,27.1,,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/12/2019,8.28,,0,0,0,86,97,74,20,360,18.1,28,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/13/2019,8.95,,0,0,0,84,96,71,10,360,21,28,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/14/2019,5.59,,0,0,0,86,98,75,350,50,15,21.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/15/2019,5.14,,0,0,0,85,97,74,180,170,15,19.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/16/2019,10.74,,0,0,0,86,98,77,180,190,21,28,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/17/2019,11.41,,0,0,0,86,98,75,180,180,21,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/18/2019,11.41,,0,0,0,86,98,73,170,180,21,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/19/2019,12.08,,0,0,0,86,98,76,150,180,21.9,27.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/20/2019,11.41,,0,0,0,87,98,76,180,170,19.9,23.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/21/2019,8.28,,0,0,0,85,98,71,140,140,18.1,21.9,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/22/2019,3.8,,0,0,0,86,97,74,190,200,12.1,15,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/23/2019,11.86,,0,0,0,85,92,75,40,10,25.9,31.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/24/2019,7.61,,0,0,0,80,89,64,30,40,25.9,31.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/25/2019,4.25,,0,0,0,75,90,58,60,10,14.1,19.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/26/2019,2.91,,0,0,0,77,91,61,70,60,15,19.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/27/2019,4.47,,0,0,0,79,94,65,180,120,14.1,19,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/28/2019,9.84,,0,0,0,84,98,71,140,130,21.9,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/29/2019,9.17,,0,0,0,84,97,73,200,210,18.1,23.9,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/30/2019,7.16,,0,0,0,85,98,74,190,220,16.1,21.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/31/2019,4.7,,0,0,0,86,100,73,140,110,17,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/1/2019,4.03,,0,0,0,84,97,70,100,90,13,17,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/2/2019,4.25,,0,0,0,85,98,73,120,170,12.1,16.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/3/2019,5.82,,0,0,0,84,93,74,120,110,14.1,17,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/4/2019,4.03,,0.04,0,0,82,94,74,90,90,15,19.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/5/2019,4.92,,0,0,0,84,98,72,140,130,15,21.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/6/2019,5.82,,0,0,0,85,99,73,140,150,23,27.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/7/2019,9.62,,0,0,0,86,98,75,170,150,17,23,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/8/2019,11.41,,0,0,0,87,100,76,160,170,18.1,25.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/9/2019,11.41,,0,0,0,88,100,76,200,180,21,27.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/10/2019,11.18,,0,0,0,87,100,77,180,170,17,29.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/11/2019,9.62,,0,0,0,87,100,75,180,180,19.9,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/12/2019,9.84,,0,0,0,88,101,76,180,180,18.1,23.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/13/2019,8.72,,0,0,0,88,101,75,150,190,15,23.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/14/2019,3.8,,0,0,0,88,100,73,40,50,31.1,36.9,,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/15/2019,4.25,,0,0,0,85,101,74,20,60,13,17,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/16/2019,6.71,,0,0,0,89,102,75,160,150,16.1,23,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/17/2019,11.18,,0,0,0,89,102,79,190,180,21,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/18/2019,11.63,,0,0,0,89,102,79,170,170,21,27.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/19/2019,9.17,,0,0,0,89,101,77,160,180,17,21.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/20/2019,7.61,,0,0,0,89,100,77,150,150,21.9,25.9,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/21/2019,8.28,,0,0,0,87,100,74,150,140,19.9,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/22/2019,7.16,,0,0,0,87,100,75,150,150,23,27.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/23/2019,6.71,,0,0,0,87,100,75,120,120,35.1,44.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/24/2019,3.8,,0,0,0,84,97,76,190,190,17,23,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/25/2019,5.82,,0,0,0,85,100,75,180,170,18.1,23,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/26/2019,12.3,,0,0,0,88,102,78,160,170,21.9,30,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/27/2019,8.95,,0,0,0,87,96,79,20,10,25.1,29.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/28/2019,4.47,,0,0,0,86,100,75,140,100,17,21.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/29/2019,6.49,,0,0,0,87,101,75,140,100,18.1,25.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/30/2019,4.92,,0,0,0,86,99,74,130,150,23.9,28,,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/31/2019,4.25,,0,0,0,84,98,72,130,130,18.1,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/1/2019,3.13,,0,0,0,85,97,72,40,30,25.1,36,1,,1,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/2/2019,4.47,,0,0,0,85,100,70,80,80,18.1,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/3/2019,5.37,,0,0,0,85,100,68,80,30,16.1,29.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/4/2019,6.71,,0,0,0,86,100,72,70,70,21,28,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/5/2019,5.59,,0,0,0,85,101,68,130,110,15,27.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/6/2019,4.03,,0,0,0,87,101,72,150,130,13,17,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/7/2019,7.16,,0,0,0,87,100,72,140,160,17,23,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/8/2019,10.07,,0,0,0,86,100,73,150,140,23,29.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/9/2019,9.4,,0,0,0,85,100,73,120,110,23.9,32,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/10/2019,6.04,,0.18,0,0,83,99,71,180,180,32,42.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/11/2019,6.26,,0,0,0,79,97,69,170,150,28,36,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/12/2019,5.37,,0,0,0,82,98,71,140,130,23,27.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/13/2019,3.13,,0,0,0,83,98,69,120,130,17,23,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/14/2019,4.92,,0,0,0,84,100,70,60,70,16.1,21.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/15/2019,4.47,,0,0,0,84,97,68,80,80,19.9,23.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/16/2019,6.26,,0,0,0,85,99,70,80,60,16.1,23.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/17/2019,6.71,,0,0,0,82,93,71,60,70,23,29.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/18/2019,5.37,,0,0,0,84,100,71,360,10,16.1,21,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/19/2019,5.59,,0,0,0,85,98,76,280,280,21.9,33.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/20/2019,13.65,,0,0,0,84,99,78,150,150,29.1,36.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/21/2019,12.75,,0,0,0,85,97,78,130,160,23,29.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/22/2019,7.61,,0,0,0,84,98,73,120,170,17,21.9,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/23/2019,7.16,,0,0,0,86,97,75,150,150,16.1,21,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/24/2019,9.62,,0,0,0,85,96,76,180,200,21.9,28,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/25/2019,7.38,,0,0,0,83,97,70,140,140,16.1,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/26/2019,5.59,,0,0,0,84,97,70,90,180,15,18.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/27/2019,8.28,,0,0,0,83,97,72,140,140,18.1,23,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/28/2019,12.3,,0,0,0,85,94,78,140,140,25.1,31.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/29/2019,12.75,,0,0,0,86,97,79,140,180,21.9,27.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/30/2019,10.74,,0.17,0,0,85,97,79,150,160,32,42.9,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/1/2019,11.41,,0,0,0,85,96,77,140,130,21.9,25.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/2/2019,5.59,,0,0,0,83,96,73,140,150,17,21.9,1,1,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/3/2019,3.8,,0,0,0,83,96,70,140,140,23,31.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/4/2019,4.7,,0,0,0,82,94,70,90,120,14.1,17,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/5/2019,2.91,,0,0,0,81,96,67,140,100,13,19.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/6/2019,3.36,,0,0,0,81,96,66,140,110,13,21,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/7/2019,12.75,,0,0,0,78,84,67,10,30,21.9,27.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/8/2019,6.04,,0,0,0,72,87,60,50,60,13,17,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/9/2019,10.51,,0,0,0,75,95,60,150,140,21.9,29.1,1,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/10/2019,14.99,,0,0,0,85,97,76,190,200,25.9,36,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/11/2019,18.57,,0.04,0,0,66,81,47,360,340,31.1,40.9,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/12/2019,10.07,,0,0,0,59,64,54,20,30,25.1,31.1,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/13/2019,3.36,,0,0,0,64,80,56,170,170,13,17,,,,,,,,,
